yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
047040.KS,047040,대우건설,65457,,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",KOSPI,주권,KRX,15930.0,15676.0,18490.5,20408.25,14006.2,13.735345775442298,37150.0,-57.11978465679677,67.36493936042524,-2.51,-45.91,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,-54.26,4.44,11.73,13.0,1.97,-23.89,284.46,-23.32,-302.28,,1231 -> 563,80546.0,-8154.0,-9161.0,-10.12,-11.37,4629.05,3518.74,18288.8,98838.97,-80550.17,,,,,,,,,,,,3.82,,,22969.0,,,44.19,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,,,,,,,건물 건설업,건물 건설업,2026-08-21,4.25,8,3,0,0,0,0,1,3,15,D,87
032640.KS,032640,LG유플러스,63112,,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",KOSPI,주권,KRX,14770.0,14882.0,14898.166666666666,15411.916666666666,15440.85,-4.344644239144868,17810.0,-17.069062324536777,51.61290322554746,-0.14,-4.77,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,40.79,10.47,84.89,9.0,0.71,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,,53.73,,2814.72,OpenDART,,0.0,False,1.0,OpenDART,,4.0,,,20139.0,,,36.35,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,-7.96,2025.0,11011.0,3,2,2,2,0.22,,,,,,전기 통신업,전기 통신업,2026-08-21,4.25,12,10,6,20,0,10,5,5,68,B,88
000880.KS,000880,한화,59085,,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",KOSPI,주권,KRX,83800.0,85060.0,101346.66666666667,114232.5,107702.5,-22.193078155103176,150900.0,-44.46653412856196,0.0,-11.51,-43.45,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,-50.24,10.25,21.07,9.0,0.55,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,1.31,26.49,1100.0,986.77,OpenDART,13.62,5.0,False,5.0,OpenDART,,4.0,,,149571.0,,,78.49,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,0.68,2025.0,11011,3,2,2,2,,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-21,4.25,12,10,0,0,0,0,1,5,28,D,89
377300.KS,377300,카카오페이,57490,,"간편결제, 간편송금 및 기타 금융서비스",KOSPI,주권,KRX,42450.0,42850.0,42495.0,48915.833333333336,50886.5,-16.579053383510363,93800.0,-54.74413646055437,49.736842105226515,-2.08,-12.56,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,1663.16,1385.54,28.56,46.0,3.08,2.4,173.7,25.08,,,19 -> 335,9584.0,504.0,557.0,5.26,5.81,1186.19,974.69,16314.91,33886.74,-17571.83,,,,,,,,,,,,3.4,,,58667.0,,,38.2,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,5,4,4,4,0.03,5.5,1.02,12.72,736.36,201.96,금융 지원 서비스업,금융 지원 서비스업,2026-08-21,4.25,0,0,0,20,0,10,5,3,38,D,90
241560.KS,241560,두산밥캣,55500,,"Compact Equipment, Heavy Equipment, Portable Power",KOSPI,주권,KRX,58200.0,62195.0,63428.333333333336,64720.0,62811.5,-7.341808426800825,76700.0,-24.11994784876141,44.86486486483092,-16.02,-14.41,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-25.84,8.93,39.23,11.0,0.81,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,,,,,,2.92,40.4,1700.0,1627.3,OpenDART,7.99,5.0,False,5.0,OpenDART,,4.0,,,92583.0,,,59.08,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-08-18,,,,,-32.66,2025.0,11011.0,3,2,2,2,,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.25,12,8,6,0,0,0,5,5,36,D,91
267270.KS,267270,HD건설기계,55349,,"굴삭기, 지게차, 휠로더 등",KOSPI,주권,KRX,116600.0,131275.0,133186.66666666666,143910.0,129565.0,-10.006560413691968,198100.0,-41.140837960625944,41.72535211266577,-16.89,-29.12,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,6.37,11.96,16.58,11.0,1.31,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,,26.5,,263.39,OpenDART,-35.45,0.0,True,3.0,OpenDART,,4.0,,,204667.0,,,75.53,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,-10.94,2025.0,11011.0,3,2,2,2,1.73,,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-08-21,4.25,12,6,6,5,0,5,5,5,44,C,92
029780.KS,029780,삼성카드,53468,,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",KOSPI,주권,KRX,46250.0,47390.0,47688.333333333336,51134.583333333336,52712.5,-12.259900403130187,67400.0,-31.379821958456972,43.88489208624254,-3.95,-2.94,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-2.81,7.69,5.4,9.0,0.58,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,-15750.26,-16350.07,8143.69,233114.98,-224971.29,6.05,46.3,2800.0,2987.9,OpenDART,3.85,5.0,False,5.0,OpenDART,,4.0,,,66500.0,,,43.78,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,2.95,2025.0,11011.0,18,17,17,16,,8.0,1.03,9.04,12.5,-43.69,기타 금융업,기타 금융업,2026-08-21,4.25,12,10,6,0,0,0,5,5,38,D,93
128940.KS,128940,한미약품,53229,,의약품,KOSPI,주권,KRX,430500.0,380975.0,407866.6666666667,452079.1666666667,460287.5,-6.471498791516172,626000.0,-31.230031948881788,80.14705882352116,10.67,-8.21,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,39.76,31.55,14.81,26.0,4.06,14.52,50.23,3.48,19.24,7.68,11415 -> 9470 -> 13235,15475.0,2578.0,1871.0,16.66,12.09,1730.72,965.25,1082.74,7147.44,-6064.7,0.46,14.6,2000.0,253.78,OpenDART,58.74,5.0,False,5.0,OpenDART,,4.0,,,603889.0,,,40.28,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,7.68,2025.0,11011,2,1,1,1,0.65,,,,,,의약품 제조업,의약품 제조업,2026-08-21,4.25,0,0,12,20,4,10,1,5,52,C,94
001440.KS,001440,대한전선,52232,,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",KOSPI,주권,KRX,26650.0,26937.5,32623.333333333332,36633.75,32320.75,-17.545230231352924,72300.0,-63.139695712309816,61.53846153840391,-14.03,-50.0,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,10.51,31.98,11.97,61.0,3.37,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,36360.0,1286.0,899.0,3.54,2.47,-1712.8,-3319.76,4388.57,18609.39,-14220.82,,,,,,,,,,,,4.0,,,42643.0,,,60.01,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,-5.86,,,1,0,0,0,5.8,,,,,,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-08-21,4.25,0,0,6,0,0,5,3,1,15,D,95
353200.KS,353200,대덕전자,51541,,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",KOSPI,주권,KRX,104300.0,103380.0,130136.66666666667,112919.16666666667,87748.75,18.86209205259334,190900.0,-45.36406495547407,56.61375661374263,-15.34,-38.36,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,100.43,46.49,13.66,26.0,6.4,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,10653.0,491.0,476.0,4.61,4.47,715.52,44.13,338.68,2807.01,-2468.33,0.48,54.1,500.0,257.67,OpenDART,7.72,5.0,True,5.0,OpenDART,,4.08,,,198333.0,,,90.16,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,36.9,2025.0,11011.0,6,5,5,5,0.26,55.0,8.31,6.6,-52.73,-22.98,전자부품 제조업,전자부품 제조업,2026-08-21,4.25,0,0,6,20,15,10,3,3,57,B,96
062040.KS,062040,산일전기,50499,,"유입, 몰드, 주상, 건식 변압기 등",KOSPI,주권,KRX,165600.0,164310.0,198588.33333333334,198214.16666666666,177085.5,-6.4858500554816745,333500.0,-50.3448275862069,61.13402061854788,-9.8,-39.56,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,52.18,23.98,17.7,26.0,9.21,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,5019.0,1786.0,1489.0,35.58,29.67,1154.54,989.94,1086.06,964.88,121.18,0.75,25.14,1250.0,379.81,OpenDART,,1.0,,1.0,OpenDART,,4.0,,,278889.0,,,68.41,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,-25.48,2025.0,11011.0,4,3,3,3,0.5,35.0,13.02,24.41,-25.71,-29.26,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-08-21,4.25,0,0,20,20,0,10,3,3,56,B,97
175330.KS,175330,JB금융지주,49614,,금융지주 회사,KOSPI,주권,KRX,26600.0,27620.0,26350.0,27605.0,26837.0,-0.8831091403659128,37500.0,-29.06666666666667,50.92024539868554,4.11,5.14,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,6.31,5.16,34.44,7.0,0.85,12.36,1084.16,0.14,5.1,11.34,2975 -> 3469 -> 3688,46305.0,9523.0,7300.0,20.57,15.77,-11374.8,-12524.08,23030.84,669486.72,-646455.88,4.29,30.0,1140.0,2132.51,OpenDART,10.94,5.0,False,5.0,OpenDART,,3.94,,,37375.0,,,40.51,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,11.34,2025.0,11011.0,18,17,17,16,1.11,8.0,1.03,8.82,-12.5,-17.48,기타 금융업,기타 금융업,2026-08-21,4.25,15,8,12,10,8,5,5,5,68,B,98
271560.KS,271560,오리온,49569,,스낵 등 과자류,KOSPI,주권,KRX,125200.0,131670.0,132031.66666666666,133263.33333333334,124222.5,0.7868944836885426,146000.0,-14.246575342465754,39.80891719743448,-3.17,-8.81,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-27.05,10.28,38.88,10.0,1.26,10.51,17.55,7.35,2.7,0.8,9527 -> 13269 -> 9680,33324.0,5583.0,3906.0,16.75,11.72,5373.28,3910.12,3113.91,6864.56,-3750.65,2.8,36.2,3500.0,1383.51,OpenDART,54.45,5.0,False,5.0,OpenDART,,4.0,,,179385.0,,,43.28,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,0.8,2025.0,11011.0,2,1,1,1,,,,,,,기타 식품 제조업,기타 식품 제조업,2026-08-21,4.25,12,6,12,0,0,0,5,5,40,C,99
010060.KS,010060,OCI홀딩스,49476,,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",KOSPI,주권,KRX,265500.0,241835.0,246138.33333333334,244313.33333333334,193472.0,37.22915977505789,388000.0,-31.572164948453608,68.79718168092117,7.49,-26.25,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-86.1,7.35,15.29,31.0,1.2,-2.27,66.35,-5.52,-156.75,,36002 -> 5005,33801.0,-576.0,-1462.0,-1.7,-4.33,5538.79,1812.46,10347.45,31393.44,-21045.99,0.38,-20.77,1000.0,186.7,OpenDART,,2.0,True,4.0,OpenDART,,4.0,,,430000.0,,,61.96,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,2025.0,11011,18,17,17,16,,8.0,0.96,9.04,287.5,25.0,기타 금융업,기타 금융업,2026-08-21,4.25,0,8,0,0,0,0,1,5,14,D,100
